Canon_SMILES,chembl_id,activity_type,value,units,assay_chembl_id,assay_description
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CHEMBL832,Activity,44.1,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CHEMBL83,Activity,0.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CHEMBL302795,Activity,61.7,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL54976,Activity,0.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CHEMBL397420,Activity,39.0,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,CHEMBL842,Activity,18.8,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL498,Activity,26.0,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CHEMBL452,Activity,19.5,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL891,Activity,18.1,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,Activity,54.1,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CHEMBL1466,Activity,19.8,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,CHEMBL898,Activity,82.7,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL277522,Activity,66.2,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,Activity,91.2,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CHEMBL968,Activity,2.7,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,CHEMBL35,Activity,49.0,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL472,Activity,62.2,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,Activity,70.3,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,Activity,67.4,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,CHEMBL53292,Activity,32.6,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL154,Activity,79.9,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL101,Activity,45.0,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CHEMBL16,Activity,18.8,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL500,Activity,9.5,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CHEMBL527,Activity,44.8,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1O,CHEMBL424,Activity,24.8,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CHEMBL832,Activity,34.2,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CHEMBL83,Activity,62.2,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CHEMBL302795,Activity,38.5,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL54976,Activity,15.1,%,CHEMBL1805609,Displacement of radiolabeled dansylsarcosine from fatty acid containing human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,Activity,24.0,%,CHEMBL1805610,Displacement of radiolabeled warfarin from human serum albumin site 1 in phosphate buffer at pH 7.4 at 4 uM by fluorescence spectroscopy
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,Activity,73.0,%,CHEMBL1805611,Displacement of radiolabeled dansylsarcosine from human serum albumin site 2 in phosphate buffer at pH 7.4 at 4 uM by fluorescence spectroscopy
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL154,log Ks,6.87,,CHEMBL1805613,Binding affinity to fatty acid-free human serum albumin by equilibrium dialysis
O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1083943,log Ks,5.97,,CHEMBL1805613,Binding affinity to fatty acid-free human serum albumin by equilibrium dialysis
O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1233652,log Ks,5.41,,CHEMBL1805613,Binding affinity to fatty acid-free human serum albumin by equilibrium dialysis
CC(=O)Nc1nc(C)c(-c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2)s1,CHEMBL1233655,log Ks,5.88,,CHEMBL1805613,Binding affinity to fatty acid-free human serum albumin by equilibrium dialysis
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL154,log Ks,5.89,,CHEMBL1805614,Binding affinity to fatty acid-containing human serum albumin by equilibrium dialysis
O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1083943,log Ks,6.11,,CHEMBL1805614,Binding affinity to fatty acid-containing human serum albumin by equilibrium dialysis
O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1233652,log Ks,5.41,,CHEMBL1805614,Binding affinity to fatty acid-containing human serum albumin by equilibrium dialysis
CC(=O)Nc1nc(C)c(-c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2)s1,CHEMBL1233655,log Ks,5.62,,CHEMBL1805614,Binding affinity to fatty acid-containing human serum albumin by equilibrium dialysis
CC(=O)Nc1nc(C)c(-c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2)s1,CHEMBL1233655,Activity,6.0,%,CHEMBL1805618,Displacement of radiolabeled warfarin from human serum albumin site 1 in phosphate buffer at pH 7.4 at 100 uM by fluorescence spectroscopy
CC(=O)Nc1nc(C)c(-c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2)s1,CHEMBL1233655,Activity,7.0,%,CHEMBL1805619,Displacement of radiolabeled dansylsarcosine from human serum albumin site 2 in phosphate buffer at pH 7.4 at 100 uM by fluorescence spectroscopy
Cc1nc(-c2ccc(F)cc2F)n(C)c1CC(=O)NCc1ccc(F)cc1Cl.Cl,CHEMBL1801364,PB,91.0,%,CHEMBL1804949,Protein binding in human serum albumin
O=C(O)c1cc(-c2ccc([C@@H](O)C(F)F)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,CHEMBL1774903,Activity,99.0,%,CHEMBL1804443,Binding affinity to 4.5 % human serum albumin
CC(C)(C)c1ccc(N)cc1,CHEMBL1800270,Activity,78.5,%,CHEMBL1804484,Binding affinity to human serum albumin by HPLC method
CC(C)(C)c1ccc(N)nc1,CHEMBL1800271,Activity,38.9,%,CHEMBL1804484,Binding affinity to human serum albumin by HPLC method
Cc1cccc(Nc2nc(N[C@H]3CCCNC3)ncc2C(N)=O)c1,CHEMBL1834758,Activity,85.0,%,CHEMBL1838856,Binding affinity to human serum albumin by chromatographic method
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(N)=O)c1,CHEMBL1235110,Activity,90.0,%,CHEMBL1838856,Binding affinity to human serum albumin by chromatographic method
c1ccn2cc(-c3ccc(OCCCN4CCCCC4)cc3)cc2c1,CHEMBL52160,Activity,50.0,%,CHEMBL1918191,Binding affinity to human serum albumin
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,CHEMBL51483,Ka,2.3906,10'5L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
COC(=O)[C@H](C)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](C)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,CHEMBL1952318,Ka,1.0413,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
CCOC(=O)CN/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/NCC(=O)OCC)C(=O)C(O)=C4C(C)C)c(O)c21,CHEMBL1952319,Ka,1.9028,10'2L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
COC(=O)[C@H](CC(C)C)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](CC(C)C)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,CHEMBL1952320,Ka,7.1236,10'3L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
COC(=O)C(N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/NC(C(=O)OC)c3ccccc3)C(=O)C(O)=C4C(C)C)c(O)c21)c1ccccc1,CHEMBL1952321,Ka,4.2658,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
COC(=O)[C@H](Cc1c[nH]c2ccccc12)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](Cc3c[nH]c5ccccc35)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,CHEMBL575507,Ka,2.262,10'3L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](CC(C)C)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](CC(C)C)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1952322,Ka,1.3483,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](CO)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](CO)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1952323,Ka,5.7756,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NCCS(=O)(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/NCCS(=O)(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL450352,Ka,1.7559,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](CS)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](CS)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949742,Ka,8.2016,10'3L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](Cc1c[nH]cn1)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](Cc1c[nH]cn1)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949743,Ka,6.7205,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(C(C)C)c(O)c(O)c(/C=N/[C@@H](Cc3ccccc3)C(=O)[O-])c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(/C=N/[C@@H](Cc3ccccc3)C(=O)[O-])c2c1O.[Na+].[Na+],CHEMBL1215008,Ka,1.2835,10'5L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NCC(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/NCC(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949745,Ka,1.2462,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](Cc1c[nH]c4ccccc14)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](Cc1c[nH]c3ccccc13)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949746,Ka,9.2747,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](C)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](C)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949747,Ka,1.0392,10'5L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NC(C)(C)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/NC(C)(C)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949748,Ka,1.9125,10'5L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@H](C(=O)[O-])C(C)C)C(=O)C(O)=C3C(C)C)/C(=C/N[C@H](C(=O)[O-])C(C)C)C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949749,Ka,2.114,10'5L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
CC[C@H](C)[C@H](N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@H](C(=O)[O-])[C@@H](C)CC)C(=O)C(O)=C4C(C)C)c(O)c21)C(=O)[O-].[Na+].[Na+],CHEMBL1949750,Ka,5.3223,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@H](C(=O)[O-])c1ccccc1)C(=O)C(O)=C3C(C)C)/C(=C/N[C@H](C(=O)[O-])c1ccccc1)C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949751,Ka,1.4015,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NC(C(=O)[O-])c1ccc(O)cc1)C(=O)C(O)=C3C(C)C)/C(=C/NC(C(=O)[O-])c1ccc(O)cc1)C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949752,Ka,2.1607,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NC(C(=O)[O-])c1ccc(Cl)cc1)C(=O)C(O)=C3C(C)C)/C(=C/NC(C(=O)[O-])c1ccc(Cl)cc1)C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949753,Ka,1.2868,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](Cc1ccc(O)cc1)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](Cc1ccc(O)cc1)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949754,Ka,7.5353,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NCCCCC(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/NCCCCC(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949755,Ka,2.4288,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NCCCCCC(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/NCCCCCC(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949756,Ka,3.2203,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NCCCCCCCC(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/NCCCCCCCC(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],CHEMBL1949757,Ka,2.8629,10'4L/mol,CHEMBL1953042,Binding affinity to human serum albumin by fluorescence quenching assay
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C,CHEMBL2037511,PB,70.0,%,CHEMBL2039708,Binding affinity to human serum albumin
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(F)cc1F,CHEMBL377414,PB,94.0,%,CHEMBL2039708,Binding affinity to human serum albumin
Cc1ccc([C@H](C(=O)N2CCCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,CHEMBL2037493,PB,76.0,%,CHEMBL2039708,Binding affinity to human serum albumin
Cc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,CHEMBL2037492,PB,67.0,%,CHEMBL2039708,Binding affinity to human serum albumin
Cc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,CHEMBL2037491,PB,83.0,%,CHEMBL2039708,Binding affinity to human serum albumin
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(N(C)C)nc1,CHEMBL2037490,PB,70.0,%,CHEMBL2039708,Binding affinity to human serum albumin
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(N(C)C)nc1,CHEMBL2037489,PB,74.0,%,CHEMBL2039708,Binding affinity to human serum albumin
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(O)nc1,CHEMBL2037488,PB,61.0,%,CHEMBL2039708,Binding affinity to human serum albumin
COc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,CHEMBL2037487,PB,76.0,%,CHEMBL2039708,Binding affinity to human serum albumin
COc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,CHEMBL2037486,PB,92.0,%,CHEMBL2039708,Binding affinity to human serum albumin
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,Ka,13.8,10'-4/M,CHEMBL2059932,Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 291K by spectrofluorimetry
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,Ka,8.39,10'-4/M,CHEMBL2059933,Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 301K by spectrofluorimetry
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,Ka,4.59,10'-4/M,CHEMBL2059934,Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 310K by spectrofluorimetry
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,Kb,3.5,10'-4/M,CHEMBL2059935,Apparent binding affinity to human serum albumin at pH 7.4 and 291K by spectrofluorimetry
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,Kb,4.86,10'-4/M,CHEMBL2059936,Apparent binding affinity to human serum albumin at pH 7.4 and 301K by spectrofluorimetry
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,Kb,6.73,10'-4/M,CHEMBL2059937,Apparent binding affinity to human serum albumin at pH 7.4 and 310K by spectrofluorimetrysis
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,Ka,7.31,10'-4/M,CHEMBL2059938,Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 291K by spectrofluorimetry in presence of warfarin
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,Ka,11.36,10'-4/M,CHEMBL2059939,Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 291K by spectrofluorimetry in presence of ibuprofen
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,KSV,7.663,10'-4/M,CHEMBL2059941,Binding affinity to human serum albumin assessed as Stern-Volmer association constant at pH 7.4 and 291K by spectrofluorimetry
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,KSV,5.621,10'-4/M,CHEMBL2059942,Binding affinity to human serum albumin assessed as Stern-Volmer association constant at pH 7.4 and 301K by spectrofluorimetry
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,CHEMBL1630,KSV,4.84,10'-4/M,CHEMBL2059943,Binding affinity to human serum albumin assessed as Stern-Volmer association constant at pH 7.4 and 310K by spectrofluorimetry
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CHEMBL205596,Activity,50.0,%,CHEMBL2065437,Binding affinity to albumin by equilibrium dialysis
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL240597,Activity,93.0,%,CHEMBL2065437,Binding affinity to albumin by equilibrium dialysis
