Canon_SMILES,chembl_id,activity_type,value,units,assay_chembl_id,assay_description
COc1ccc(C(=O)N2CCN(c3c(Nc4ccccc4C)c(=O)c3=O)CC2c2ccccc2)cc1OC,CHEMBL5082947,PB,96.0,%,CHEMBL5046694,Protein binding in human serum albumin at 20 uM by High-performance affinity chromatography analysis
COc1ccc(NC(=O)N2CCN(c3c(Nc4ccccc4C)c(=O)c3=O)CC2c2ccccc2)cc1OC,CHEMBL5093653,PB,95.0,%,CHEMBL5046694,Protein binding in human serum albumin at 20 uM by High-performance affinity chromatography analysis
COc1ccc(NC(=O)N2CCN(c3c(Nc4ccccc4C)c(=O)c3=O)CC2)cc1OC,CHEMBL5092737,PB,69.0,%,CHEMBL5046694,Protein binding in human serum albumin at 20 uM by High-performance affinity chromatography analysis
Cc1ccccc1Nc1c(N2CCN(C(=O)Nc3ccc(C(C)(C)C)cc3)CC2)c(=O)c1=O,CHEMBL5072113,PB,98.0,%,CHEMBL5046694,Protein binding in human serum albumin at 20 uM by High-performance affinity chromatography analysis
CC(C)(C)c1ccc(NC(=O)N2CCN(c3c(Nc4cccc5ncccc45)c(=O)c3=O)CC2)cc1,CHEMBL5079389,PB,98.0,%,CHEMBL5046694,Protein binding in human serum albumin at 20 uM by High-performance affinity chromatography analysis
CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,CHEMBL5082824,Kd,11.3,uM,CHEMBL5049189,Binding affinity to human serum albumin assessed as dissociation rate constant by surface plasmon resonance assay
Cc1c(C)c2ccc(OCC3CCN(CCCO)CC3)cc2oc1=O,CHEMBL4464759,Kd,31.7,uM,CHEMBL5049189,Binding affinity to human serum albumin assessed as dissociation rate constant by surface plasmon resonance assay
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,Kd,5.5,uM,CHEMBL5049189,Binding affinity to human serum albumin assessed as dissociation rate constant by surface plasmon resonance assay
C[C@H](C(=O)NCc1ccccc1)N1C(=O)CCC1=O,CHEMBL5206486,Kd,1970.0,uM,CHEMBL5119120,Binding affinity to human serum albumin assessed as dissociation constant by LC/MS analysis
CS(=N)(=O)c1ccc(-c2ccccc2OCF)cc1,CHEMBL5172089,Kd,1.56,10^-4M,CHEMBL5119233,Binding affinity to human serum albumin at 5 uM incubated for 12 mins by HPLC-MS analysis
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)N)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C,CHEMBL5194540,Activity,86.2,%,CHEMBL5122354,Binding affinity to albumin (unknown origin) by HPLC analysis
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)N)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCCOCCOCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C,CHEMBL5191858,Activity,75.4,%,CHEMBL5122354,Binding affinity to albumin (unknown origin) by HPLC analysis
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)N)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C,CHEMBL5175517,Activity,65.6,%,CHEMBL5122354,Binding affinity to albumin (unknown origin) by HPLC analysis
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)N)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCCCCCCCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C,CHEMBL5180864,Activity,77.4,%,CHEMBL5122354,Binding affinity to albumin (unknown origin) by HPLC analysis
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)N)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCCCCCCCCCCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C,CHEMBL5179465,Activity,89.2,%,CHEMBL5122354,Binding affinity to albumin (unknown origin) by HPLC analysis
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)N)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCCCCCCCC(=O)NCCOCCOCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C,CHEMBL5199198,Activity,66.5,%,CHEMBL5122354,Binding affinity to albumin (unknown origin) by HPLC analysis
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)N)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCCCCCCCCCCC(=O)NCCOCCOCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C,CHEMBL5193167,Activity,76.4,%,CHEMBL5122354,Binding affinity to albumin (unknown origin) by HPLC analysis
CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)COCCOCCNC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCCOCCOCC(=O)N[C@H]1CSCC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]([C@@H](C)O)NC1=O,CHEMBL5172861,Kd,118.0,nM,CHEMBL5140189,Binding affinity to human serum albumin by fluorescence polarization assay
CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)COCCOCCNC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCCOCCOCC(=O)N1CCC[C@H]1C(=O)N[C@H]1CSCC(=O)CSC[C@@H](C(=O)N[C@@H](CO)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC1=O,CHEMBL5183937,Kd,168.0,nM,CHEMBL5140189,Binding affinity to human serum albumin by fluorescence polarization assay
CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)COCCOCCNC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCCOCCOCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@@H]1CSCC(=O)CSC[C@H](NC(=O)CN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@H]2C(=O)N1)C(=O)NCC(N)=O,CHEMBL5203652,Kd,119.0,nM,CHEMBL5140189,Binding affinity to human serum albumin by fluorescence polarization assay
CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)COCCOCCNC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCCOCCOCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@@H]1CSCC(=O)CSC[C@H](NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)NCC(N)=O,CHEMBL5204199,Kd,164.0,nM,CHEMBL5140189,Binding affinity to human serum albumin by fluorescence polarization assay
C[C@@H](O)[C@@H]1NC(=O)[C@@H](NC(=O)CN)CSCC(=O)CSC[C@@H](C(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC1=O,CHEMBL5205331,Kd,39.0,nM,CHEMBL5140189,Binding affinity to human serum albumin by fluorescence polarization assay
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@@H]2CCCN2)CSCC(=O)CSC[C@@H](C(=O)N[C@@H](CO)C(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC1=O,CHEMBL5204039,Kd,39.0,nM,CHEMBL5140189,Binding affinity to human serum albumin by fluorescence polarization assay
C#CCOc1ncc(F)c(OCC#C)n1,CHEMBL5175881,Activity,10.0,%,CHEMBL5156885,Binding affinity to human plasma albumin
O=C(CCc1ccc(O)c(O)c1)N1CCCN(S(=O)(=O)c2cccc3cnccc23)CC1,CHEMBL5204978,KSV,1.68,10^5L/mol,CHEMBL5156931,Binding affinity to human serum albumin assessed as Stern-Volmer quenching constant by Stern-Volmer plot analysis
O=C(CCc1ccc(O)c(O)c1)N1CCCN(S(=O)(=O)c2cccc3cnccc23)CC1,CHEMBL5204978,ka,7.94,10^5L/mol,CHEMBL5156932,Binding affinity to human serum albumin assessed as association constant by Scatchard equation
O[C@@H](CN1[C@@H]2CC[C@H]1C/C(=C\c1ccc(F)cc1)C2)c1ccccc1,CHEMBL5187130,PB,95.0,%,CHEMBL5157902,Protein binding in human serum albumin by HPAC analysis
COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCc3cccc(OC)c3)c2)cc1,CHEMBL5195422,Activity,99.1,%,CHEMBL5167236,Binding affinity to human serum albumin by HPLC analysis relative to control
COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,CHEMBL3237245,Activity,99.9,%,CHEMBL5167236,Binding affinity to human serum albumin by HPLC analysis relative to control
C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL5201510,PPB,86.0,%,CHEMBL5238920,Protein binding in human serum albumin assessed as fraction bound at 53 nM incubated for 1 hrs by ultracentrifugation method
C=C(C)[C@@H]1CC[C@]2(NCCC3(O)COC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL5272708,PPB,88.0,%,CHEMBL5238920,Protein binding in human serum albumin assessed as fraction bound at 53 nM incubated for 1 hrs by ultracentrifugation method
C=C(C)[C@@H]1CC[C@]2(NCC[C@]3(O)CC[C@](C)(O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL5268258,PPB,89.0,%,CHEMBL5238920,Protein binding in human serum albumin assessed as fraction bound at 53 nM incubated for 1 hrs by ultracentrifugation method
C=C(C)[C@@H]1CC[C@]2(NCC[C@]3(O)CC[C@@H](S(C)(=O)=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL5285267,PPB,89.0,%,CHEMBL5238920,Protein binding in human serum albumin assessed as fraction bound at 53 nM incubated for 1 hrs by ultracentrifugation method
CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)COCCOCCNC(=O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(N)=O,CHEMBL5270284,Kd,39.0,nM,CHEMBL5244314,Binding affinity to human albumin by fluorescence polarization assay
CCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H]1CSCc2cc3cc(c2)CSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC(=O)O)CSC3,CHEMBL5275396,Kd,168.0,nM,CHEMBL5244314,Binding affinity to human albumin by fluorescence polarization assay
Cc1cccc(OCc2cn(CCCC[C@@H]3NC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCNC(=O)c4cnc(N5CCOCC5)c(N)c4)NC(=O)[C@H](CCCCNC(=S)Nc4ccc5c(c4)C(=O)OC54c5ccc(O)cc5Oc5cc(O)ccc54)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCNC(=O)c4cccc(Oc5ccccc5)c4)NC(=O)[C@H](C)NC3=O)nn2)n1,CHEMBL5282767,Kd,6.6,uM,CHEMBL5244318,Binding affinity to human serum albumin by fluorescence polarization assay
O=C(CCCc1ccc(I)cc1)NCCCCC(NC(=O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)O,CHEMBL5269304,Kd,3.2,uM,CHEMBL5244319,Binding affinity to human albumin
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@H]1CSC[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(N)=O)NC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O)[C@@H](C)CC,CHEMBL5267643,Kd,1560.0,nM,CHEMBL5244319,Binding affinity to human albumin
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(N)=O)[C@@H](C)O)C(C)C,CHEMBL5270477,Kd,15.0,nM,CHEMBL5244322,Binding affinity to human albumin assessed as dissociation constant
O=C(CCCc1ccc(I)cc1)NCCCC[C@@H](NC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)O,CHEMBL5287247,Kd,108.0,nM,CHEMBL5244324,Binding affinity to human albumin assessed as dissociation constant by fluorescence polarization assay
O=C(CCCc1ccc(I)cc1)NCCCC[C@@H](NC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)O,CHEMBL5287247,Kd,330.0,nM,CHEMBL5244326,Binding affinity to human albumin assessed as dissociation constant by ITC method
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@H]1CSC[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(N)=O)NC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O)[C@@H](C)CC,CHEMBL5267643,Kd,467.0,nM,CHEMBL5244327,Binding affinity to human albumin assessed as dissociation constant by surface plasmon resonance assay
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(OC(F)F)ccc3c2)CC1,CHEMBL4473072,PB,88.0,%,CHEMBL5265280,Protein binding in human serum albumin by HPLC analysis
COc1cc2ncc(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cc2cn1,CHEMBL5276706,PB,67.0,%,CHEMBL5265280,Protein binding in human serum albumin by HPLC analysis
COc1ccc2cc(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cnc2n1,CHEMBL5274762,PB,73.0,%,CHEMBL5265280,Protein binding in human serum albumin by HPLC analysis
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(N4CCC4)ncc3c2)CC1,CHEMBL5279860,PB,79.0,%,CHEMBL5265280,Protein binding in human serum albumin by HPLC analysis
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(N4CC(F)C4)ncc3c2)CC1,CHEMBL5278530,PB,73.0,%,CHEMBL5265280,Protein binding in human serum albumin by HPLC analysis
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(C4CC4)ncc3c2)CC1,CHEMBL5271855,PB,84.0,%,CHEMBL5265280,Protein binding in human serum albumin by HPLC analysis
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3nc(N4CCC4)ccc3c2)CC1,CHEMBL5283521,PB,80.0,%,CHEMBL5265280,Protein binding in human serum albumin by HPLC analysis
