Drug,Y
Cc1[nH]c(C(=O)NC2CC2)c(C)c1C(=O)c1ccc(C(F)(F)F)cn1,50.4
Cc1[nH]c(C(=O)NC2CC2)c(C)c1Cc1ccc(C(F)(F)F)nc1,82.8
Cc1[nH]c(C(=O)NC2CC2)c(C)c1Oc1ccc(C(F)(F)F)nc1,42.7
Cc1[nH]c(C(=O)NC2CC2)cc1Cc1ccc(C(F)(F)F)nc1,72.6
Cc1[nH]c(C(=O)NC2CC2)cc1Cc1cnc(C(F)(F)F)nc1,44.5
Cc1[nH]c(C)c(-c2ccc(-c3ccc(C(F)(F)F)cc3)nc2)c(=O)c1Cl,95.0
Cc1[nH]c(C)c(-c2ccc(-c3ccc(C(F)(F)F)cc3Cl)nc2)c(=O)c1Cl,95.0
Cc1[nH]c(C)c(-c2ccc(-c3ccc(C(F)(F)F)cc3F)nc2)c(=O)c1Cl,95.0
Cc1[nH]c(C)c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Br,96.0
Cc1[nH]c(C)c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Cl,96.0
Cc1[nH]c(C)c(-c2ccc(-c3cccc(C(F)(F)F)c3)nc2)c(=O)c1Cl,95.0
Cc1[nH]c(C)c(-c2ccc(OCc3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Br,97.0
Cc1[nH]c(C)c(-c2ccc(OCc3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Cl,97.0
Cc1[nH]c(CO)c(-c2ccc(-c3ccc(C(F)(F)F)cc3F)nc2)c(=O)c1Cl,94.0
Cc1[nH]c(CO)c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Cl,95.0
Cc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,99.71
Cc1c(C(O)c2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1,89.5
Cc1c(Cc2ccc(C(F)(F)F)cc2)c[nH]c1C(=O)NC1CC1,97.1
Cc1c(Cc2ccc(C(F)(F)F)cc2Cl)c[nH]c1C(=O)NC1CC1,98.1
Cc1c(Cc2ccc(C(F)(F)F)cc2F)c[nH]c1C(=O)NC1CC1,97.0
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)N1CC(F)(F)C1,74.9
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)N1CCC1,65.9
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1,64.0
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CCC1,83.5
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NCC(F)(F)F,81.9
Cc1c(Cc2cccnc2)c[nH]c1C(=O)NC1CC1,73.2
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,94.9
Cc1c[nH]c2ncnc(N3C=C(C(=O)N4CCC[C@@H](N)C4)SCC3)c12,84.0
Cc1cc(-c2scnc2C)c(C)cc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C,90.0
Cc1cc(-c2scnc2C)c(F)cc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C,90.0
Cc1cc(-c2scnc2C)c(F)cc1[C@H](C)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C,89.0
Cc1cc(-c2scnc2C)cc(C)c1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C,90.0
Cc1cc(-c2scnc2C)ccc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C,90.0
Cc1cc(-c2scnc2C)ccc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C,89.0
Cc1cc(-c2scnc2C)ccc1[C@H](C)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C,88.0
Cc1cc(-c2scnc2C)ccc1[C@H](C)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C,88.0
Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2C)c1,85.9
Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(F)nc(F)c2)c1,94.2
Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(N)nc(F)c2)c1,93.6
Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(N)nc(F)c2F)c1,93.3
Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2ccnc(F)c2)c1,87.7
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,99.8
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,98.5
Cc1cc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)ccc1-c1scnc1C,89.0
Cc1cc(Cn2c(=O)c(C3=CS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)c(O)c3cc(F)ccc32)ccc1F,99.8
Cc1cc(N)ccc1C(=O)NC1CCC(=O)NC1=O,2.0
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,88.85
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,90.25
Cc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl.NC(CO)(CO)CO,95.0
Cc1ccc(-c2cc3nc[nH]c(=O)c3c(NC[C@H]3CCCNC3)n2)cc1,91.0
Cc1ccc(-c2cc3ncccc3c(NC[C@H]3CCCNC3)n2)cc1,95.0
Cc1ccc(-c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)cc1,91.0
Cc1ccc(-c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)s1,92.0
Cc1ccc(-c2cc3ncn(C)c(=O)c3c(NC[C@H]3CCCNC3)n2)cc1,90.0
Cc1ccc(-c2cc3ncncc3c(NC[C@H]3CCCNC3)n2)cc1,91.0
Cc1ccc(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1I,97.6
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,99.6
Cc1ccc(N2C(=O)NC(C)(C)C2=O)cc1C(F)(F)F,64.8
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,97.0
Cc1ccc([C@@H](C)Oc2cc3onc(CCC(=O)O)c3cc2Cl)nc1.NC(CO)(CO)CO,98.4
Cc1ccc([C@@H](C)Oc2cc3onc(CCC(=O)O)c3cc2Cl)nn1,89.2
Cc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,83.0
Cc1ccc([C@H](C(=O)N2CCCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,76.0
Cc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,67.0
Cc1cccc(-c2cnc(N)c(C(=O)NC3CCCC3)n2)c1,97.7
Cc1cccc(C)c1NC(=O)C(C)N,25.4
Cc1cccc(C)c1NC(=O)C1CCN(Cc2ccccc2)C1,97.1
Cc1cccc(C)c1NC(=O)CC(C)NCc1cccc2ccccc12,96.7
Cc1cccc(C)c1NC(=O)CC(C)NCc1ccccc1,95.3
Cc1cccc([C@@H](C)Oc2cc3oc(=O)n(CCC(=O)O)c3cc2Cl)n1.NC(CO)(CO)CO,93.2
Cc1ccccc1Nc1c(N2CCN(C(=O)Nc3ccc(C(C)(C)C)cc3)CC2)c(=O)c1=O,98.0
Cc1ccnc([C@@H](C)Oc2cc3oc(=O)n(CCC(=O)O)c3cc2Cl)c1.NC(CO)(CO)CO,94.4
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,98.30000000000001
Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,13.05
Cc1nc(-c2ccc(F)cc2F)n(C)c1CC(=O)NCc1ccc(F)cc1Cl.Cl,91.0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,90.0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C(C)C)n1,84.4
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C2(C)CC2)n1,92.2
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C2CCC2)n1,90.8
Cc1nc(NC(=O)N2CC[C@@H](C)[C@H]2C(N)=O)sc1-c1csc(C2(C(F)(F)F)CC2)n1,93.9
Cc1nc(NC(=O)N2CC[C@@H]3C[C@@]32C(N)=O)sc1-c1csc(C(C)(C)C)n1,90.2
Cc1nc(NC(=O)N2C[C@H](F)C[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1,92.2
Cc1ncc([N+](=O)[O-])n1CCO,11.9
Cc1ncsc1-c1cc(Cl)c(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c(Cl)c1,91.0
Cc1ncsc1-c1cc(Cl)c(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1Cl,93.0
Cc1ncsc1-c1cc(F)c(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c(F)c1,86.0
Cc1ncsc1-c1cc(F)c(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1F,88.0
Cc1ncsc1-c1cc2c(cc1F)C(NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C)CC2,90.0
Cc1ncsc1-c1cc2c(cc1F)C(NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C)CC2,92.0
Cc1ncsc1-c1cc2c(cc1F)C(NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C)CCC2,92.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c(C)c1C,91.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c(Cl)c1,91.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c(F)c1,88.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c(F)c1F,89.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c(O)c1F,89.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c2ccccc12,93.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c2ncccc12,88.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1,88.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1Cl,91.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1F,88.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,86.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1F,88.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)C(C)(C)C)cc1,92.0
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1F,88.0
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1F,88.0
Cc1ncsc1-c1ccc2c(c1)CCC2NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C,90.0
Cc1nn(-c2ccc(CN)cc2)c(C)c1-c1ccc(F)cc1,93.0
Cc1nn(-c2ccc3c(c2)CNC3)c(C)c1-c1ccc(F)cc1,95.0
Cc1nn(-c2ncnc3c2CNC3)c(C)c1-c1ccc(F)cc1,94.0
Cc1nn(C2CC2)c(=O)c2nn(C)c(Cc3ccc(C(F)(F)F)c(C#N)c3)c12,48.6
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)N1CCC3(CC1)CCN(c1ccc(C(=O)NC4CCC(=O)NC4=O)c(F)c1)CC3)c1nnc(C)n1-2,95.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCC1CCN(c3ccc(C(=O)NC4CCC(=O)NC4=O)c(F)c3)CC1)c1nnc(C)n1-2,93.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCC1CCN(c3ccc(C(=O)NC4CCC(=O)NC4=O)cc3)CC1)c1nnc(C)n1-2,91.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCC1CCN(c3ccc(CNc4ccc(C(=O)NC5CCC(=O)NC5=O)c(F)c4)cc3)CC1)c1nnc(C)n1-2,95.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCCCNc1ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c1)c1nnc(C)n1-2,96.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNc1ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c1)c1nnc(C)n1-2,95.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCNc1ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c1)c1nnc(C)n1-2,94.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCNc1ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c1)c1nnc(C)n1-2,92.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCNc1ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c1)c1nnc(C)n1-2,91.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCNc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,93.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCOCCNc1ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c1)c1nnc(C)n1-2,90.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCOCCOCCNc1ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c1)c1nnc(C)n1-2,90.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,37.65
Cn1cc(-c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)cn1,75.0
Cn1cc(-c2cc3nccnc3c(OC[C@H]3CCCNC3)n2)cn1,78.0
Cn1cncc1C1=CN(c2ncnc3[nH]cnc23)CCS1,98.0
Cn1nc2c(=O)n(C3CC3)ccc2c1[C@](O)(c1cnc(C(F)(F)F)c(Cl)c1)C(F)(F)F,29.7
Cn1nc2c(=O)n(C3CC3)ccc2c1[C@](O)(c1cnc(C(F)(F)F)c(Cl)c1)C1CC1,48.9
Cn1nc2c(=O)n(C3CC3)cnc2c1[C@](O)(c1cnc(C(F)(F)F)c(Cl)c1)C(F)(F)F,68.1
Cn1nc2c(=O)n(C3CC3)ncc2c1[C@](N)(c1ccc(C(F)(F)F)c(Cl)c1)C1CC1,29.1
Cn1nc2c(=O)n(C3CC3)ncc2c1[C@](O)(c1cnc(C(F)(F)F)c(Cl)c1)C(F)(F)F,66.2
N#Cc1ccccc1-c1cnc(N)c(C(=O)NC2CCCC2)n1,96.2
NC(=O)[C@@H]1CCCN1C(=O)Nc1nc2c(s1)-c1nc(CC3CC3)sc1CC2,95.3
NC(=O)c1c(-c2ccccc2)[nH]c(-c2ccnc(N)n2)c1I,68.0
NC(=O)c1cc(-c2ccccc2)cc2c(C3CCCNC3)c[nH]c12,91.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc2sccc2c1,77.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,64.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cccs1,68.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccsc1,78.0
NC(=O)c1cc(-c2nc(N)ncc2F)[nH]c1-c1ccccc1,68.0
NC(CO)(CO)CO.O=C(O)CCn1c(=O)oc2cc(OC3CC3)c(Cl)cc21,94.3
NC(CO)(CO)CO.O=C(O)CCn1c(=O)oc2cc(OCC3CC3)c(Cl)cc21,96.2
NC(CO)(CO)CO.O=C(O)CCn1c(=O)oc2cc(OCC3CCC3)c(Cl)cc21,98.1
NC(CO)(CO)CO.O=C(O)CCn1c(=O)oc2cc(OCCN3CCCC3)c(Cl)cc21,15.1
NC(CO)(CO)CO.O=C(O)CCn1c(=O)oc2cc(OCc3ccccc3)c(Cl)cc21,98.3
NC(CO)(CO)CO.O=C(O)CCn1c(=O)oc2cc(OCc3ccccn3)c(Cl)cc21,87.4
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,14.75
NNC(=O)c1ccncc1,8.85
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,99.1
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,58.0
N[C@@H](Cc1ccccc1)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,97.0
Nc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,99.0
Nc1ccc(C(=O)NC2CCC(=O)NC2=O)c(C(F)(F)F)c1,6.0
Nc1ccc(C(=O)NC2CCC(=O)NC2=O)c(Cl)c1,10.0
Nc1ccc(C(=O)NC2CCC(=O)NC2=O)c(F)c1,5.0
Nc1ccc(C(=O)NC2CCC(=O)NC2=O)c(O)c1,18.0
Nc1ccc(C(=O)NC2CCC(=O)NC2=O)cc1,3.0
Nc1cccc(C(=O)NC2CCC(=O)NC2=O)c1,4.0
Nc1cccc(C(=O)NC2CCC(=O)NC2=O)c1F,4.0
Nc1cccc(F)c1C(=O)NC1CCC(=O)NC1=O,12.0
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,51.0
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,12.0
Nc1ccccc1C(=O)NC1CCC(=O)NC1=O,9.0
Nc1ccccc1NC(=O)c1ccc(CNC2=NC(c3ccc(C(F)(F)F)cc3)CO2)cc1,94.3
Nc1ccccc1NC(=O)c1ccc(CNC2=NC(c3ccc(F)cc3)CO2)cc1,88.1
Nc1ccccc1NC(=O)c1ccc(CNC2=NC(c3cccc(F)c3)CO2)cc1,88.5
Nc1ccccc1NC(=O)c1ccc(CNC2=NC(c3ccccc3)(c3ccccc3)CO2)cc1,96.6
Nc1ccccc1NC(=O)c1ccc(CNC2=NC[C@@H](c3ccccc3)O2)cc1,84.9
Nc1ccccc1NC(=O)c1ccc(CNC2=NC[C@H](c3ccccc3)O2)cc1,89.9
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](Cc3c[nH]cn3)CO2)cc1,46.8
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](Cc3ccccc3)CO2)cc1,85.9
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3ccc(O)cc3)CO2)cc1,74.4
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3ccccc3)CN2)cc1,72.2
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3ccccc3)CO2)cc1,85.3
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3ccccc3)[C@H](c3ccccc3)O2)cc1,96.9
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3cccnc3)CO2)cc1,68.7
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](Cc3c[nH]cn3)CO2)cc1,46.5
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](c3ccccc3)CO2)cc1,84.7
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](c3ccccc3)[C@H](c3ccccc3)O2)cc1,94.9
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,92.5
Nc1ccccc1NC(=O)c1ccc(CSC2=N[C@@H](Cc3ccccc3)CO2)cc1,96.5
Nc1ccccc1NC(=O)c1ccc(CSC2=N[C@@H](c3ccccc3)CN2)cc1,91.0
Nc1ccccc1NC(=O)c1ccc(CSC2=N[C@@H](c3cccnc3)CO2)cc1,87.5
Nc1ncc(-c2ccccc2)nc1C(=O)NC1CCCC1,95.8
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,78.0
O=C(CCCCCCNC(=O)c1ccc(NC(=O)CCCCCCCNC(=O)CNc2ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c2)cc1)NO,90.0
O=C(CCCCCCNC(=O)c1ccc(NC(=O)CCCCCCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1)NO,91.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc([19F])cc1,0.89
O=C(COc1ccc(I)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,98.1
O=C(Cc1cccc(I)c1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,97.5
O=C(NC1CC1)c1cc(Cc2ccc(C(F)(F)F)nc2)c[nH]1,66.7
O=C(N[C@@H](c1ccccc1)[C@H]1CCCN1)C1=CN(c2ncnc3[nH]ccc23)CCS1,84.0
O=C(N[C@H]1CCNC1=O)c1cnc2cc(C3CC3)ncc2c1,43.0
O=C(N[C@H]1CCNC1=O)c1cnc2cc(N3CCC3)ncc2c1,59.0
O=C(N[C@H]1CCNC1=O)c1cnc2nc(C3CC3)c(Cl)cc2c1,81.0
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,97.0
O=C(O)CCCCC(=O)OC[C@H]1CC[C@@H](n2cnc3c(=O)[nH]cnc32)O1,8.0
O=C(O)CCCCCCCC(=O)OC[C@H]1CC[C@@H](n2cnc3c(=O)[nH]cnc32)O1,53.0
O=C(O)CCCCCCCCCCC(=O)OC[C@H]1CC[C@@H](n2cnc3c(=O)[nH]cnc32)O1,76.0
O=C(O)CCCCOc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,99.5
O=C(O)CCCOc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,99.5
O=C(O)CCn1c(=O)oc2cc(Cl)c(Cl)cc21,96.3
O=C(O)CNC(=O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,98.5
O=C(O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1C(=O)O,99.1
O=C(O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1Cl,99.5
O=C(O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC2CC(C3)C4(F)F)cc1,99.4
O=C(O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC2CC(C3)C4=O)cc1,97.8
O=C(O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC2CC(C3)C4O)cc1,98.5
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,99.76
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,100.0
O=C(O)c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1O,99.0
O=C(O)c1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,98.8
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,21.450000000000003
O=C(O)c1cccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)c1,98.9
O=C(O)c1csc(-n2nc(-c3ccccc3)c3c2-c2ccccc2C3)n1,99.68
O=C(O)c1csc(-n2nc3c(c2-c2ccccc2)CCc2ccccc2-3)n1,99.88
O=C([O-])C1CCN(CCOc2ccc([C@H]3CC[C@]4(CC3)OOC3(O4)C4CC5CC(C4)CC3C5)cc2)CC1.[Na+],98.0
O=C(c1cc(-c2ccccc2)c2cc(F)ccc2n1)N1CCOCC1,87.75
O=C(c1cc(-c2ccccc2)c2cc(I)ccc2n1)N1CCOCC1,95.38
O=C(c1cc(-c2ccccc2)c2cccc(I)c2n1)N1CCOCC1,98.19
O=C(c1cc(-c2ccccc2I)c2ccccc2n1)N1CCOCC1,91.24
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,75.9
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(S(=O)(=O)c2ccc(I)cc2)CC1,98.4
O=C(c1ccc(I)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,96.2
O=C(c1ccc([123I])cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,95.0
